Date BR,Date,Borough,Pool,Attendance,Date BR,Latitude,Longitude,Timezone,Daily Data Time,Daily Data Summary,Daily Data Icon,Daily Data Sunrisetime,Daily Data Sunsettime,Daily Data Moonphase,Daily Data Temperaturehigh,Daily Data Temperaturehightime,Daily Data Temperaturelow,Daily Data Temperaturelowtime,Daily Data Apparenttemperaturehigh,Daily Data Apparenttemperaturehightime,Daily Data Apparenttemperaturelow,Daily Data Apparenttemperaturelowtime,Daily Data Dewpoint,Daily Data Humidity,Daily Data Pressure,Daily Data Windspeed,Daily Data Windgust,Daily Data Windgusttime,Daily Data Windbearing,Daily Data Cloudcover,Daily Data Uvindex,Daily Data Uvindextime,Daily Data Visibility,Daily Data Temperaturemin,Daily Data Temperaturemintime,Daily Data Temperaturemax,Daily Data Temperaturemaxtime,Daily Data Apparenttemperaturemin,Daily Data Apparenttemperaturemintime,Daily Data Apparenttemperaturemax,Daily Data Apparenttemperaturemaxtime,Offset
29/06/2017,06/29/2017,Bronx,Edenwald Houses,224,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Bronx,Crotona,1652,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Bronx,Floating Pool,489,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Bronx,Haffen,588,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Bronx,Mapes,732,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Bronx,Mullaly,645,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Bronx,Van Cortlandt,1068,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Bronx,Bronx River Plgd,170,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Asser Levy,448,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Dapolito,450,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Dry Dock,618,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Hamilton Fish,2028,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Highbridge,3360,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Jackie Robinson,889,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,John Jay,511,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Lasker,1910,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Marcus Garvey,619,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Sheltering Arms,325,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Thomas Jefferson,1007,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Wagner,319,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Abe Lincoln,74,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Fred Douglass,42,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Vesuvio,188,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Manhattan,Tompkins Sq,152,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Queens,Astoria,163,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Queens,Fisher,755,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Queens,Liberty,501,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Queens,Fort Totten,470,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Queens,Marie Curie,106,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Queens,Astoria Hts PS 10,0,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Queens,Castlewood PS 186,45,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Queens,Windmuller,414,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Staten Island,Faber,461,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Staten Island,Lyons,781,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
30/06/2017,06/30/2017,Queens,Marie Curie,320,30/06/2017,40.6881158,-74.0449987,America/New_York,1498708800,Partly cloudy throughout the day.,clear-day,1498728540,1498782780,0.22,83.84,1498761060,71.68,1498818600,84.67,1498763220,72.56,1498818480,60.68,0.62,1019.2,4.09,12.62,1498772880,206,0.26,9,1498752780,9.997,64.24,1498729140,83.84,1498761060,64.73,1498729140,84.67,1498763220,-4
29/06/2017,06/29/2017,Staten Island,Tottenville,255,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Staten Island,West Brighton,329,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Staten Island,MacArthur,0,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Staten Island,Mariner's Harbor,0,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Staten Island,P.S. 14,75,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
29/06/2017,06/29/2017,Staten Island,P.S. 46,120,29/06/2017,40.6881158,-74.0449987,America/New_York,1498622400,Clear throughout the day.,clear-day,1498642140,1498696380,0.18,79.92,1498684140,64.24,1498729140,79.42,1498684140,64.73,1498729140,51.94,0.55,1018.9,2.9,13.08,1498672440,285,0.17,8,1498665420,9.997,58.23,1498642740,79.92,1498684140,58.72,1498642740,79.42,1498684140,-4
30/06/2017,06/30/2017,Brooklyn,Betsy Head,1374,30/06/2017,40.6881158,-74.0449987,America/New_York,1498708800,Partly cloudy throughout the day.,clear-day,1498728540,1498782780,0.22,83.84,1498761060,71.68,1498818600,84.67,1498763220,72.56,1498818480,60.68,0.62,1019.2,4.09,12.62,1498772880,206,0.26,9,1498752780,9.997,64.24,1498729140,83.84,1498761060,64.73,1498729140,84.67,1498763220,-4
30/06/2017,06/30/2017,Brooklyn,Adelphi,0,30/06/2017,40.6881158,-74.0449987,America/New_York,1498708800,Partly cloudy throughout the day.,clear-day,1498728540,1498782780,0.22,83.84,1498761060,71.68,1498818600,84.67,1498763220,72.56,1498818480,60.68,0.62,1019.2,4.09,12.62,1498772880,206,0.26,9,1498752780,9.997,64.24,1498729140,83.84,1498761060,64.73,1498729140,84.67,1498763220,-4
30/06/2017,06/30/2017,Brooklyn,Lindower Mill Basin,270,30/06/2017,40.6881158,-74.0449987,America/New_York,1498708800,Partly cloudy throughout the day.,clear-day,1498728540,1498782780,0.22,83.84,1498761060,71.68,1498818600,84.67,1498763220,72.56,1498818480,60.68,0.62,1019.2,4.09,12.62,1498772880,206,0.26,9,1498752780,9.997,64.24,1498729140,83.84,1498761060,64.73,1498729140,84.67,1498763220,-4
30/06/2017,06/30/2017,Brooklyn,Jesse Owens JHS 57,0,30/06/2017,40.6881158,-74.0449987,America/New_York,1498708800,Partly cloudy throughout the day.,clear-day,1498728540,1498782780,0.22,83.84,1498761060,71.68,1498818600,84.67,1498763220,72.56,1498818480,60.68,0.62,1019.2,4.09,12.62,1498772880,206,0.26,9,1498752780,9.997,64.24,1498729140,83.84,1498761060,64.73,1498729140,84.67,1498763220,-4
30/06/2017,06/30/2017,Brooklyn,Glenwood,118,30/06/2017,40.6881158,-74.0449987,America/New_York,1498708800,Partly cloudy throughout the day.,clear-day,1498728540,1498782780,0.22,83.84,1498761060,71.68,1498818600,84.67,1498763220,72.56,1498818480,60.68,0.62,1019.2,4.09,12.62,1498772880,206,0.26,9,1498752780,9.997,64.24,1498729140,83.84,1498761060,64.73,1498729140,84.67,1498763220,-4
30/06/2017,06/30/2017,Brooklyn,David Fox,142,30/06/2017,40.6881158,-74.0449987,America/New_York,1498708800,Partly cloudy throughout the day.,clear-day,1498728540,1498782780,0.22,83.84,1498761060,71.68,1498818600,84.67,1498763220,72.56,1498818480,60.68,0.62,1019.2,4.09,12.62,1498772880,206,0.26,9,1498752780,9.997,64.24,1498729140,83.84,1498761060,64.73,1498729140,84.67,1498763220,-4
